 * Serving Flask app 'sqlite_web.sqlite_web'
 * Debug mode: off
[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5012
 * Running on http://72.61.185.227:5012
[33mPress CTRL+C to quit[0m
91.220.41.45 - - [07/Dec/2025 05:59:01] "GET /images/ HTTP/1.1" 200 -
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]151.236.176.223 - - [14/Dec/2025 10:02:49] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [14/Dec/2025 10:02:52] "POST /information HTTP/1.1" 200 -
151.236.176.223 - - [14/Dec/2025 10:03:06] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [14/Dec/2025 10:03:56] "POST /products HTTP/1.1" 200 -
35.203.211.206 - - [14/Dec/2025 12:25:17] "[33mGET /.well-known/security.txt HTTP/1.1[0m" 404 -
162.216.149.239 - - [14/Dec/2025 15:41:52] "GET / HTTP/1.0" 200 -
162.216.149.239 - - [14/Dec/2025 15:42:54] code 400, message Bad request version ('\x00/\x00')
162.216.149.239 - - [14/Dec/2025 15:42:54] "[31m[1m\x16\x03\x00\x00i\x01\x00\x00e\x03\x03U\x1c§ärandom1random2random3random4\x00\x00\x0c\x00/\x00[0m" 400 -
147.185.133.116 - - [15/Dec/2025 05:06:22] "GET / HTTP/1.0" 200 -
147.185.133.116 - - [15/Dec/2025 05:07:23] code 400, message Bad request version ('\x00/\x00')
147.185.133.116 - - [15/Dec/2025 05:07:23] "[31m[1m\x16\x03\x00\x00i\x01\x00\x00e\x03\x03U\x1c§ärandom1random2random3random4\x00\x00\x0c\x00/\x00[0m" 400 -
162.216.150.35 - - [15/Dec/2025 14:22:53] "GET / HTTP/1.0" 200 -
162.216.150.35 - - [15/Dec/2025 14:24:01] code 400, message Bad request version ('\x00/\x00')
162.216.150.35 - - [15/Dec/2025 14:24:01] "[31m[1m\x16\x03\x00\x00i\x01\x00\x00e\x03\x03U\x1c§ärandom1random2random3random4\x00\x00\x0c\x00/\x00[0m" 400 -
147.185.133.18 - - [16/Dec/2025 05:30:24] "GET / HTTP/1.0" 200 -
147.185.133.18 - - [16/Dec/2025 05:30:32] "GET / HTTP/1.1" 200 -
147.185.133.18 - - [16/Dec/2025 05:31:29] code 400, message Bad request version ('\x00/\x00')
147.185.133.18 - - [16/Dec/2025 05:31:29] "[31m[1m\x16\x03\x00\x00i\x01\x00\x00e\x03\x03U\x1c§ärandom1random2random3random4\x00\x00\x0c\x00/\x00[0m" 400 -
162.216.149.45 - - [16/Dec/2025 15:36:57] "GET / HTTP/1.0" 200 -
162.216.149.45 - - [16/Dec/2025 15:38:05] code 400, message Bad request version ('\x00/\x00')
162.216.149.45 - - [16/Dec/2025 15:38:05] "[31m[1m\x16\x03\x00\x00i\x01\x00\x00e\x03\x03U\x1c§ärandom1random2random3random4\x00\x00\x0c\x00/\x00[0m" 400 -
91.220.41.125 - - [16/Dec/2025 21:30:03] "GET /uploads/thumbs/2fcfbcb2e1094c1e95c2f305366423e5.jpg HTTP/1.1" 200 -
